,year,title,n_steps,start_length,end_length,compression
020_2012,2012,2,5258,2349215.546879009,1846750.710058787,0.7861137784960776
020_2013,2013,2,5172,2317988.641710042,1824840.6796923894,0.7872517780527846
020_2014,2014,2,4754,2070325.1898143638,1625220.1288645724,0.7850071751338243
020_2015,2015,2,4795,2078950.6515834192,1633107.1482051462,0.785543969964511
020_2016,2016,2,4797,2083053.67169559,1636456.9988852628,0.7856048171592233
020_2017,2017,2,4813,2101364.495974824,1650511.0735843333,0.7854473018583388
020_2018,2018,2,4929,2182946.2141935956,1710589.0136185372,0.783614824083262
020_2019,2019,2,5046,2237318.7178669665,1750603.2404007718,0.7824559042127787
030_1994,1994,3,301,69402.05113889286,59945.11652960259,0.863736957999061
030_1995,1995,3,301,69402.05113889286,59945.11652960259,0.863736957999061
030_1996,1996,3,565,117911.55008644269,95828.27158158382,0.8127131863785244
030_1997,1997,3,565,117911.55008644269,95828.27158158382,0.8127131863785244
030_1998,1998,3,566,119612.20382335775,97376.31028212466,0.8141001266553799
030_1999,1999,3,566,119687.72838698278,97452.86693181185,0.8142260551283953
030_2000,2000,3,566,119687.72838698278,97452.86693181185,0.8142260551283953
030_2001,2001,3,566,119687.72838698278,97452.86693181185,0.8142260551283953
030_2002,2002,3,567,119730.17686330334,97485.87439981962,0.8142130660269534
030_2003,2003,3,567,119730.17686330334,97485.87439981962,0.8142130660269534
030_2004,2004,3,570,119879.8928355273,97591.20860674923,0.8140748735957107
030_2005,2005,3,570,119879.8928355273,97591.20860674923,0.8140748735957107
030_2006,2006,3,551,108740.41015418124,88193.48771497895,0.8110461197445444
030_2007,2007,3,551,108740.41015418124,88193.48771497895,0.8110461197445444
030_2008,2008,3,551,108740.41015418124,88193.48771497895,0.8110461197445444
030_2009,2009,3,551,108740.41015418124,88193.48771497895,0.8110461197445444
030_2010,2010,3,551,108730.46279864584,88183.95678912208,0.8110326629660989
030_2011,2011,3,551,108730.46279864584,88183.95678912208,0.8110326629660989
030_2012,2012,3,551,108730.46279864584,88183.95678912208,0.8110326629660989
030_2013,2013,3,548,107683.73005937717,87271.02929358114,0.8104383944116684
030_2014,2014,3,548,107683.73005937717,87271.02929358114,0.8104383944116684
030_2015,2015,3,548,107683.73005937717,87271.02929358114,0.8104383944116684
030_2016,2016,3,548,107683.73005937717,87271.02929358114,0.8104383944116684
030_2017,2017,3,548,107683.73005937717,87271.02929358114,0.8104383944116684
030_2018,2018,3,548,107683.73005937717,87271.02929358114,0.8104383944116684
030_2019,2019,3,548,107683.73005937717,87271.02929358114,0.8104383944116684
040_1994,1994,4,50,22341.621674020433,21059.224091476375,0.9426005148034857
040_1995,1995,4,66,25847.885696466274,24243.709452934505,0.9379378157900521
040_1996,1996,4,66,25847.885696466274,24243.709452934505,0.9379378157900521
040_1997,1997,4,66,25847.885696466274,24243.709452934505,0.9379378157900521
040_1998,1998,4,123,50331.90562965064,46528.23255226254,0.924428192618494
040_1999,1999,4,123,50478.08272781888,46645.47113199519,0.9240737486704995
040_2000,2000,4,202,78724.55450728045,70397.98868371401,0.8942316552226866
040_2001,2001,4,202,78724.55450728045,70397.98868371401,0.8942316552226866
040_2002,2002,4,202,78772.13793448936,70445.89303905965,0.8942996202241684
040_2003,2003,4,202,78772.13793448936,70445.89303905965,0.8942996202241684
040_2004,2004,4,202,78772.13793448936,70445.89303905965,0.8942996202241684
040_2005,2005,4,202,78772.13793448936,70445.89303905965,0.8942996202241684
040_2006,2006,4,208,80228.94227116276,71686.8923240039,0.893529071861774
040_2007,2007,4,209,81473.43591726504,72653.96960855606,0.8917504066274434
040_2008,2008,4,211,81767.17833743904,72902.59026313576,0.8915874528809022
040_2009,2009,4,211,81870.39781853672,72986.3949827328,0.8914869956355282
040_2010,2010,4,211,81870.39781853672,72986.3949827328,0.8914869956355282
040_2011,2011,4,211,81870.39781853672,72986.3949827328,0.8914869956355282
040_2012,2012,4,211,81870.39781853672,72986.3949827328,0.8914869956355282
040_2013,2013,4,210,80463.28528778664,71812.98427475666,0.8924938127732277
040_2014,2014,4,210,80500.38010244434,71847.67348828499,0.8925134688414146
040_2015,2015,4,210,80500.38010244434,71847.67348828499,0.8925134688414146
040_2016,2016,4,210,80500.38010244434,71847.67348828499,0.8925134688414146
040_2017,2017,4,210,80580.29047950853,71908.51410893703,0.8923834064264545
040_2018,2018,4,211,80968.33201914589,72209.63854267317,0.8918256896486193
040_2019,2019,4,211,80968.33201914589,72209.63854267317,0.8918256896486193
050_1994,1994,5,5910,2787741.2730098306,2173035.782170528,0.779496936537577
050_1995,1995,5,5773,2755528.750991154,2153649.109236938,0.7815738117275234
050_1996,1996,5,5827,2825678.0108058136,2210589.9399888315,0.7823219530092269
050_1997,1997,5,5827,2841038.0830460396,2221927.527364668,0.7820829789730985
050_1998,1998,5,5969,2933306.912715837,2290914.623945365,0.781000656294876
050_1999,1999,5,5976,2946534.792792896,2300767.858310723,0.7808385171416634
050_2000,2000,5,6108,3022928.0460600415,2357063.720844432,0.7797286885199038
050_2001,2001,5,6117,3040035.880788182,2370006.5748269353,0.7795982244171639
050_2002,2002,5,6181,3096445.533938364,2414224.925123666,0.7796762121802986
050_2003,2003,5,6356,3174143.348326641,2473839.7151699387,0.7793723986895893
050_2004,2004,5,6513,3304805.185009795,2572838.453365979,0.7785144083639391
050_2005,2005,5,6499,3308216.3752900306,2575202.8295862116,0.7784263595395704
050_2006,2006,5,6544,3331436.5375839374,2592144.7346912487,0.7780861815759377
050_2007,2007,5,6606,3363104.64009469,2617396.62529914,0.7782679712354849
050_2008,2008,5,6581,3372516.618960309,2624257.2861769847,0.7781302755999464
050_2009,2009,5,6675,3403721.123563961,2643740.5325375097,0.7767206644031128
050_2010,2010,5,6707,3452823.906519953,2684206.503460581,0.7773945547561822
050_2011,2011,5,6732,3470208.1109807966,2696834.7326809694,0.7771391935104301
050_2012,2012,5,6767,3529114.735715711,2738141.438569722,0.7758720369329172
050_2013,2013,5,6771,3495852.922977634,2715421.2382815494,0.7767550003129586
050_2014,2014,5,6814,3531726.640623513,2738767.3127681385,0.7754754519405894
050_2015,2015,5,6798,3555242.6581238685,2756230.792616892,0.7752581350020643
050_2016,2016,5,6885,3611407.5549449506,2797783.9358544527,0.7747073387005471
050_2017,2017,5,6930,3651500.886634339,2827873.1018285216,0.7744413022544898
050_2018,2018,5,6991,3685112.8523759,2853687.555223121,0.7743826768787461
050_2019,2019,5,7024,3711551.1524193664,2874213.5337612703,0.7743968534254797
060_1994,1994,6,1,10.074269465459393,10.074269465459393,1.0
060_1995,1995,6,1,10.074269465459393,10.074269465459393,1.0
060_1996,1996,6,1,10.074269465459393,10.074269465459393,1.0
060_1997,1997,6,1,10.074269465459393,10.074269465459393,1.0
060_1998,1998,6,1,10.074269465459393,10.074269465459393,1.0
060_1999,1999,6,1,10.074269465459393,10.074269465459393,1.0
060_2000,2000,6,1,10.074269465459393,10.074269465459393,1.0
060_2001,2001,6,1,10.074269465459393,10.074269465459393,1.0
060_2002,2002,6,1031,375740.0016491441,317391.5925420689,0.844710680654227
060_2003,2003,6,1048,382675.1609360547,323567.3563867486,0.8455405247502252
060_2004,2004,6,1177,442421.80281368765,373219.316557097,0.8435825589596154
060_2005,2005,6,1183,442854.03581585875,373971.8768440848,0.8444585497682683
060_2006,2006,6,1910,740237.1420589332,607926.081918619,0.8212585499664371
060_2007,2007,6,3146,1290889.096550847,1022956.4353142589,0.792443315268149
060_2008,2008,6,3147,1297532.6969331573,1028396.8684668515,0.792578769612177
060_2009,2009,6,3165,1306104.4384842587,1035454.0119571114,0.7927804097800643
060_2010,2010,6,3228,1324396.056764398,1049424.1616813368,0.7923794066898396
060_2011,2011,6,3218,1325619.99542519,1050798.222364831,0.792684348449187
060_2012,2012,6,3230,1333642.5981491213,1057076.7952577285,0.7926237484651277
060_2013,2013,6,3191,1321873.2118480904,1048555.4859204877,0.7932345375654587
060_2014,2014,6,3337,1421078.0679168429,1126749.919967313,0.7928838994883756
060_2015,2015,6,3542,1567017.4300212758,1233094.4055050756,0.7869053540063901
060_2016,2016,6,3838,1752187.4385269745,1369939.9251213104,0.7818455349006432
060_2017,2017,6,3887,1775451.9203530252,1387968.5926694765,0.7817550995092547
060_2018,2018,6,4039,1886028.5603707535,1472624.4981373795,0.7808071039220597
060_2019,2019,6,4105,1921697.1479343353,1498371.2694949405,0.7797124906521119
070_1994,1994,7,7510,3927376.858038419,3120105.7589000645,0.7944503091201803
070_1995,1995,7,11279,7187048.865893742,5613897.999598231,0.7811130972323113
070_1996,1996,7,11310,7105143.565671008,5549043.368297993,0.7809896192820902
070_1997,1997,7,11320,7123815.153799558,5563171.195920218,0.7809258207595469
070_1998,1998,7,11241,7266516.406431988,5673964.919937087,0.7808370067003155
070_1999,1999,7,11293,7334571.511835267,5729806.443865216,0.7812053416643961
070_2000,2000,7,11597,7601301.363907084,5910525.36634701,0.777567561577244
070_2001,2001,7,11604,7604923.624914944,5913312.80771588,0.7775637336242172
070_2002,2002,7,12032,8163689.884174835,6328332.550988279,0.7751804197334391
070_2003,2003,7,12035,8174788.075118132,6336805.742394044,0.7751645283235642
070_2004,2004,7,11840,8031263.101693871,6233677.354723994,0.7761764588946477
070_2005,2005,7,11837,8078332.445149387,6270988.941754226,0.7762727003788541
070_2006,2006,7,11835,8064207.650697617,6259990.03212505,0.776268457271622
070_2007,2007,7,11849,8072884.350745881,6266405.721256636,0.7762288482031409
070_2008,2008,7,12204,8752595.665016849,6746735.043456451,0.7708267697572734
070_2009,2009,7,12179,8762356.14913607,6753891.085406067,0.7707848175141764
070_2010,2010,7,12302,8894067.517864948,6851567.512723627,0.7703525410574317
070_2011,2011,7,12423,8987541.333335184,6919183.2672866965,0.7698638605002175
070_2012,2012,7,12720,9066244.834471934,6963448.993071905,0.7680631970797085
070_2013,2013,7,12561,8977532.486849574,6899100.067284271,0.7684851129628523
070_2014,2014,7,12779,9303966.010964852,7141865.2947126,0.767615153182612
070_2015,2015,7,12776,9314419.488523884,7150350.9361451445,0.7676646885997516
070_2016,2016,7,12777,9332972.79674847,7165592.971661388,0.7677717623004131
070_2017,2017,7,12766,9313665.403905902,7149235.71796942,0.767607102888968
070_2018,2018,7,13049,9711320.59844462,7446362.922589996,0.7667714032407309
070_2019,2019,7,13102,9749604.742976232,7465692.699177945,0.7657431143099773
080_1994,1994,8,3078,1149870.5244795661,923545.0223602727,0.8031730553127024
080_1995,1995,8,3052,1142456.7388573105,918481.8202656711,0.8039532605710218
080_1996,1996,8,3575,1406810.4127709535,1122352.7863469988,0.797799601252832
080_1997,1997,8,3618,1426405.0356212016,1134891.3482387608,0.7956304975777893
080_1998,1998,8,3661,1488604.4765927517,1184060.985385933,0.7954167839775113
080_1999,1999,8,3703,1504366.907484282,1196237.9632760785,0.7951769992577937
080_2000,2000,8,3924,1609684.6899018863,1275943.7673907215,0.7926668964395089
080_2001,2001,8,3970,1635835.546820566,1295508.0366196749,0.7919549365079169
080_2002,2002,8,4089,1710551.2170623709,1353149.4741515,0.791060484277894
080_2003,2003,8,4208,1743436.5447156734,1375900.7816186696,0.7891889072699557
080_2004,2004,8,4306,1807560.0380456422,1426332.6669378842,0.7890928306204722
080_2005,2005,8,4412,1877275.481994393,1479886.1010152656,0.7883158946086345
080_2006,2006,8,4437,1882957.7681563413,1483990.6122783022,0.7881167795554547
080_2007,2007,8,4501,1915062.1557135175,1509299.2034780828,0.7881202179131075
080_2008,2008,8,4658,1993899.1071920607,1567927.9098734858,0.786362712244525
080_2009,2009,8,4643,1995485.532966042,1569290.5482708847,0.7864204086402615
080_2010,2010,8,4637,1997287.9007420302,1570658.6310215967,0.7863957071176706
080_2011,2011,8,4656,1999003.410421234,1571554.4609574985,0.7861689743822585
080_2012,2012,8,4657,1999230.40522596,1571632.1172855825,0.7861185550086465
080_2013,2013,8,4633,2002919.1466635927,1574694.5247622381,0.7861997461981033
080_2014,2014,8,4632,2002368.0054783546,1574314.643655786,0.78622642758402
080_2015,2015,8,4662,2015494.1164499081,1583186.839543691,0.785508043224813
080_2016,2016,8,4659,2016113.6630971613,1583777.5893209327,0.785559672706115
080_2017,2017,8,4673,2018696.6308844027,1585625.173387274,0.7854697675363942
080_2018,2018,8,4675,2020171.78819761,1586940.3809424073,0.7855472441570277
080_2019,2019,8,4667,2027162.3689429525,1592618.0032150256,0.7856390921687657
090_1994,1994,9,73,28143.883007701374,26643.099245095706,0.9466746020016147
090_1995,1995,9,74,27958.898101181938,26524.68958041457,0.9487029669203331
090_1996,1996,9,74,27958.898101181938,26524.68958041457,0.9487029669203331
090_1997,1997,9,74,27958.898101181938,26524.68958041457,0.9487029669203331
090_1998,1998,9,74,27958.898101181938,26524.68958041457,0.9487029669203331
090_1999,1999,9,74,27958.898101181938,26524.68958041457,0.9487029669203331
090_2000,2000,9,74,27958.898101181938,26524.68958041457,0.9487029669203331
090_2001,2001,9,74,27958.898101181938,26524.68958041457,0.9487029669203331
090_2002,2002,9,75,27973.999354680844,26557.081633323818,0.9493487612052892
090_2003,2003,9,75,27973.999354680844,26557.081633323818,0.9493487612052892
090_2004,2004,9,75,27973.999354680844,26557.081633323818,0.9493487612052892
090_2005,2005,9,75,27973.999354680844,26557.081633323818,0.9493487612052892
090_2006,2006,9,75,27973.999354680844,26557.081633323818,0.9493487612052892
090_2007,2007,9,75,27973.999354680844,26557.081633323818,0.9493487612052892
090_2008,2008,9,75,27973.999354680844,26557.081633323818,0.9493487612052892
090_2009,2009,9,75,27973.999354680844,26557.081633323818,0.9493487612052892
090_2010,2010,9,75,27973.999354680844,26557.081633323818,0.9493487612052892
090_2011,2011,9,75,27973.999354680844,26557.081633323818,0.9493487612052892
090_2012,2012,9,75,27973.999354680844,26557.081633323818,0.9493487612052892
090_2013,2013,9,74,27887.277211757333,26473.521438308067,0.9493046322624418
090_2014,2014,9,74,27887.277211757333,26473.521438308067,0.9493046322624418
090_2015,2015,9,74,27887.277211757333,26473.521438308067,0.9493046322624418
090_2016,2016,9,74,27887.277211757333,26473.521438308067,0.9493046322624418
090_2017,2017,9,74,27887.277211757333,26473.521438308067,0.9493046322624418
090_2018,2018,9,74,27887.277211757333,26473.521438308067,0.9493046322624418
090_2019,2019,9,74,27887.277211757333,26473.521438308067,0.9493046322624418
100_1994,1994,10,8491,5175796.054484668,3900713.513130299,0.7536451344040982
100_1995,1995,10,8312,5078737.423348121,3837995.2270539245,0.7556986918460836
100_1996,1996,10,8427,5190575.582520833,3937457.319892074,0.758578168700864
100_1997,1997,10,8582,5421803.310090434,4109191.750318552,0.7579012950674546
100_1998,1998,10,8719,5564284.15451179,4214242.521316397,0.7573737077929936
100_1999,1999,10,8914,5776260.574914966,4375782.741168308,0.7575459390061754
100_2000,2000,10,9187,6012180.9601409165,4546757.6869881395,0.7562576238359882
100_2001,2001,10,9304,6184214.536553089,4672188.933672795,0.7555024014863729
100_2002,2002,10,9496,6366995.734264099,4803284.363785119,0.7544035781170954
100_2003,2003,10,9588,6472027.936234552,4879078.375566604,0.7538716494486066
100_2004,2004,10,9782,6661316.412438916,5017183.555589034,0.7531819906077823
100_2005,2005,10,9936,6806414.591752201,5114788.894827931,0.7514659628618379
100_2006,2006,10,10230,7141188.761222234,5363081.223753059,0.7510067865556816
100_2007,2007,10,10245,7170863.250077353,5386355.820565537,0.7511446854752716
100_2008,2008,10,10534,7506308.523776379,5626744.338416744,0.749602060799116
100_2009,2009,10,10696,7701553.047249503,5772313.699681904,0.7494999598481505
100_2010,2010,10,10741,7835234.031728448,5873708.390992184,0.749653216126902
100_2011,2011,10,10816,7937808.734890282,5952691.856837577,0.749916262239072
100_2012,2012,10,10931,8100325.760211555,6074587.33527002,0.7499188940163526
100_2013,2013,10,10887,8119020.639290753,6090672.045008681,0.7501732432522477
100_2014,2014,10,10932,8194841.663134732,6147236.12326647,0.7501348257795377
100_2015,2015,10,11069,8326611.294859961,6245175.3494742615,0.7500260464097112
100_2016,2016,10,11171,8593740.039622629,6442693.180322345,0.7496960753545506
100_2017,2017,10,11299,8774205.041927818,6579292.102647794,0.7498448088696854
100_2018,2018,10,11389,8988124.147620235,6734173.400665165,0.7492301274508049
100_2019,2019,10,11552,9232705.87653701,6916956.0385145135,0.7491797238004202
110_1994,1994,11,1722,629372.4764933711,506434.25943851436,0.8046654061839141
110_1995,1995,11,1706,628055.4313597425,505722.3053646238,0.8052192212870971
110_1996,1996,11,1714,628809.9980258265,506255.0690261966,0.8051002220314628
110_1997,1997,11,1714,628809.9980258265,506255.0690261966,0.8051002220314628
110_1998,1998,11,1714,632813.0476514926,509747.68611303286,0.8055265105623498
110_1999,1999,11,1714,632813.0476514926,509747.68611303286,0.8055265105623498
110_2000,2000,11,1771,643942.0334993199,518282.04908809584,0.8048582358751134
110_2001,2001,11,1771,643942.0334993199,518282.04908809584,0.8048582358751134
110_2002,2002,11,1778,645110.9875525982,519173.1641584622,0.8047811526634897
110_2003,2003,11,1778,645115.8818812141,519173.98442619113,0.8047763184999175
110_2004,2004,11,1778,645115.8818812141,519173.98442619113,0.8047763184999175
110_2005,2005,11,2632,1011541.4606609707,804061.0045923992,0.7948868492913799
110_2006,2006,11,2616,1012129.0126642323,804327.7373533506,0.7946889450744176
110_2007,2007,11,2617,1011882.5312316585,804119.7831645868,0.7946770087885755
110_2008,2008,11,2615,1012517.8790924435,804592.9757879134,0.7946456970311471
110_2009,2009,11,2618,1012524.8820005702,804503.2854325904,0.7945516201468887
110_2010,2010,11,2637,1014857.1346732806,806302.6877424482,0.794498713360306
110_2011,2011,11,2638,1015202.2117719259,806594.3722025948,0.7945159721379756
110_2012,2012,11,2638,1015202.2117719259,806594.3722025948,0.7945159721379756
110_2013,2013,11,2577,1000721.5053524082,795307.1785564066,0.7947337738848093
110_2014,2014,11,2585,1002764.72555551,796738.7350882716,0.7945420443932104
110_2015,2015,11,2585,1002764.72555551,796738.7350882716,0.7945420443932104
110_2016,2016,11,2585,1002764.72555551,796738.7350882716,0.7945420443932104
110_2017,2017,11,2598,1006465.7021795077,799157.1342834798,0.7940232166410639
110_2018,2018,11,2598,1006465.7021795077,799157.1342834798,0.7940232166410639
110_2019,2019,11,2678,1027174.9696627811,813358.0076819203,0.7918397855322971
120_1994,1994,12,10884,6709655.954105657,5134120.4250302985,0.7651838574358968
120_1995,1995,12,10889,6710165.155199138,5134504.146744478,0.7651829765719231
120_1996,1996,12,10868,6761327.403835657,5170893.164805522,0.764774852031586
120_1997,1997,12,10880,6788427.664500629,5191989.41486881,0.7648294526315387
120_1998,1998,12,10975,6901863.60455144,5274852.036906439,0.7642648912140096
120_1999,1999,12,11188,7059734.405728176,5387462.986780459,0.7631254488000486
120_2000,2000,12,11161,7077339.8638914265,5395278.550677061,0.7623314203411032
120_2001,2001,12,11190,7076946.000966129,5394841.421923425,0.7623120794177225
120_2002,2002,12,11169,7093445.918861813,5409580.785701897,0.7626167658961862
120_2003,2003,12,11254,7156078.061028892,5458761.04650085,0.762814631135535
120_2004,2004,12,11237,7170643.411338384,5468797.585360097,0.7626648365630216
120_2005,2005,12,11321,7238096.346730871,5515550.138006171,0.7620166786668019
120_2006,2006,12,11338,7273353.014974636,5544291.011417425,0.7622744283142373
120_2007,2007,12,11341,7273441.495976931,5544232.118975506,0.7622570583735524
120_2008,2008,12,11693,7754784.0618559765,5899453.780467138,0.7607502328124406
120_2009,2009,12,11730,7814951.543896297,5944798.981869575,0.7606955652223634
120_2010,2010,12,12841,9062168.353239773,6845684.665674205,0.7554135388829801
120_2011,2011,12,12685,8811735.626333952,6665064.121982855,0.7563849398822464
120_2012,2012,12,12693,8882561.12953047,6720640.9234010205,0.7566107145672153
120_2013,2013,12,12585,8793759.477162413,6658998.739703285,0.7572414002221519
120_2014,2014,12,12624,8806547.652335448,6668490.76741178,0.7572196314231414
120_2015,2015,12,12642,8823657.352490002,6680699.739720224,0.7571349920829549
120_2016,2016,12,12648,8830547.942163477,6685690.230847114,0.7571093294137221
120_2017,2017,12,12646,8831126.311522182,6686435.409729077,0.7571441256598407
120_2018,2018,12,12665,8872678.592292616,6701153.824984221,0.7552571363066478
120_2019,2019,12,12664,8884171.800103525,6710518.880299901,0.75533420911803
130_1994,1994,13,232,79912.98361401576,73269.41141337488,0.9168649210655216
130_1995,1995,13,244,82492.99076028983,75579.87864625438,0.9161975817542639
130_1996,1996,13,244,82492.99076028983,75579.87864625438,0.9161975817542639
130_1997,1997,13,247,81818.0077428248,75015.43283101733,0.9168572408510639
130_1998,1998,13,247,81818.0077428248,75015.43283101733,0.9168572408510639
130_1999,1999,13,247,81818.0077428248,75015.43283101733,0.9168572408510639
130_2000,2000,13,247,81818.0077428248,75015.43283101733,0.9168572408510639
130_2001,2001,13,246,82163.54172121153,75346.23755578532,0.9170276253601878
130_2002,2002,13,257,90186.36276590482,82473.43441261744,0.9144778864925766
130_2003,2003,13,257,90171.18013272883,82454.12693948664,0.9144177421002703
130_2004,2004,13,257,90171.18013272883,82454.12693948664,0.9144177421002703
130_2005,2005,13,257,90171.18013272883,82454.12693948664,0.9144177421002703
130_2006,2006,13,257,90171.18013272883,82454.12693948664,0.9144177421002703
130_2007,2007,13,257,90171.18013272883,82454.12693948664,0.9144177421002703
130_2008,2008,13,256,90103.79458192633,82391.72178601717,0.914409012054459
130_2009,2009,13,256,90103.79458192633,82391.72178601717,0.914409012054459
130_2010,2010,13,256,90103.79458192633,82391.72178601717,0.914409012054459
130_2011,2011,13,256,90103.79458192633,82391.72178601717,0.914409012054459
130_2012,2012,13,261,92413.38415515795,84464.44384331458,0.9139849667392609
130_2013,2013,13,257,91606.11257800745,83823.77925652266,0.9150456983440082
130_2014,2014,13,257,91655.95756859875,83869.00162511195,0.9150414642969744
130_2015,2015,13,257,91655.95756859875,83869.00162511195,0.9150414642969744
130_2016,2016,13,257,91655.95756859875,83869.00162511195,0.9150414642969744
130_2017,2017,13,257,91655.95756859875,83869.00162511195,0.9150414642969744
130_2018,2018,13,257,91655.95756859875,83869.00162511195,0.9150414642969744
130_2019,2019,13,257,91560.7019697966,83772.97273675643,0.9149446316432881
140_1994,1994,14,960,353973.76768741687,303487.5665923127,0.857373043700552
140_1995,1995,14,962,353441.0898273702,302975.81464277906,0.8572172940920941
140_1996,1996,14,1102,391847.78153777355,334180.7556300407,0.8528330932960154
140_1997,1997,14,1102,391847.78153777355,334180.7556300407,0.8528330932960154
140_1998,1998,14,1091,395512.8963796947,337580.8092402911,0.8535266797374201
140_1999,1999,14,1104,400151.38419989217,341252.04269968596,0.8528073528522806
140_2000,2000,14,1110,403488.5331911099,343554.651172114,0.8514607551669664
140_2001,2001,14,1108,404027.87066512794,344060.62584312126,0.8515764649520687
140_2002,2002,14,1171,425625.31028823194,360993.8564740714,0.8481494115789487
140_2003,2003,14,1171,425625.31028823194,360993.8564740714,0.8481494115789487
140_2004,2004,14,1201,443148.3484357853,374860.8760662615,0.8459038093889703
140_2005,2005,14,1200,443685.9345593823,375229.19653429516,0.8457090191667435
140_2006,2006,14,1197,448129.9113092211,379324.77715585905,0.8464616344123372
140_2007,2007,14,1197,448129.9113092211,379324.77715585905,0.8464616344123372
140_2008,2008,14,1197,448129.9113092211,379324.77715585905,0.8464616344123372
140_2009,2009,14,1197,448132.78070427023,379314.14189107413,0.8464324821204933
140_2010,2010,14,1416,556390.6415945282,469416.8317254638,0.8436821122299772
140_2011,2011,14,1416,556390.6415945282,469416.8317254638,0.8436821122299772
140_2012,2012,14,1460,574973.3681854657,482566.5354568403,0.839285021112807
140_2013,2013,14,1442,571668.469191685,480319.24789193185,0.840205947637943
140_2014,2014,14,1504,601367.2985949568,504341.75072962174,0.8386584237419845
140_2015,2015,14,1504,601367.2985949568,504341.75072962174,0.8386584237419845
140_2016,2016,14,1572,635693.2838051214,531946.0060910421,0.8367966433543693
140_2017,2017,14,1572,635693.2838051214,531946.0060910421,0.8367966433543693
140_2018,2018,14,1599,649221.6347983612,542679.9891066112,0.8358932605121204
140_2019,2019,14,1608,651011.5384577999,543982.8754640785,0.8355963655463546
150_1994,1994,15,11153,7181490.755598033,5662034.412156652,0.78842048327404
150_1995,1995,15,11249,7311659.985669257,5763599.830754552,0.7882751443654546
150_1996,1996,15,11353,7589677.659997774,5984744.014621893,0.7885373111647601
150_1997,1997,15,11395,7647812.601673405,6029384.244057699,0.7883802281894852
150_1998,1998,15,11593,7756402.63442008,6108958.110410033,0.787601984881588
150_1999,1999,15,11866,8109094.318202417,6383635.026659692,0.7872192351161089
150_2000,2000,15,12041,8396440.007866494,6597103.6800148105,0.7857024731712591
150_2001,2001,15,12077,8449443.497025723,6636521.975797564,0.7854389437758448
150_2002,2002,15,12200,8728537.214179402,6850033.394151823,0.7847859527967672
150_2003,2003,15,12417,8986089.867703019,7049100.941476286,0.7844458541207694
150_2004,2004,15,12531,9143135.649486596,7167398.501122508,0.7839103318482398
150_2005,2005,15,12364,9003346.574381992,7075141.94623767,0.7858346768932776
150_2006,2006,15,12458,9127892.211365255,7165042.207196479,0.7849613077458555
150_2007,2007,15,12549,9233340.890807532,7246172.105248605,0.7847833401735119
150_2008,2008,15,12840,9572658.886266796,7506374.066083941,0.784147242189189
150_2009,2009,15,12896,9641216.675799089,7559352.828889489,0.7840662732811107
150_2010,2010,15,13255,10383074.500399059,8110035.309781119,0.7810822612771796
150_2011,2011,15,13347,10544754.215855224,8228478.205771662,0.7803385491336744
150_2012,2012,15,13440,10696220.792858236,8341748.356092531,0.7798781006523572
150_2013,2013,15,13281,10566078.60802317,8248641.126773476,0.7806719439423829
150_2014,2014,15,13332,10636329.040285042,8304025.845260263,0.780722918011356
150_2015,2015,15,13374,10718505.942042183,8366354.138514545,0.7805522694817403
150_2016,2016,15,13493,10928313.525925517,8523714.616284551,0.7799661490369512
150_2017,2017,15,13557,11020816.503256794,8594609.508641992,0.779852337265771
150_2018,2018,15,13683,11235343.745322026,8755547.176019477,0.7792860970243973
150_2019,2019,15,13693,11314060.493846405,8815836.7372779,0.7791929999024434
160_1994,1994,16,13518,10088498.749322658,7729958.775579927,0.766214970894348
160_1995,1995,16,13532,10079532.585741395,7730085.932084113,0.7669091663059028
160_1996,1996,16,13660,10336586.250305973,7931686.752657463,0.7673410312251472
160_1997,1997,16,13744,10456607.994914867,8025749.147845428,0.7675289301988193
160_1998,1998,16,13852,10659893.096917978,8180190.109844875,0.7673801261862521
160_1999,1999,16,13867,10700970.673085136,8209797.772088479,0.767201221543163
160_2000,2000,16,14156,11238000.571776675,8610311.166261878,0.7661782103736473
160_2001,2001,16,14162,11242793.703242598,8614097.99992448,0.7661883894071666
160_2002,2002,16,14175,11387155.94451534,8723891.158685962,0.766116772370001
160_2003,2003,16,14259,11584617.036830666,8876750.830507029,0.7662532824594382
160_2004,2004,16,14303,11682564.866668435,8953346.701530507,0.7663853617517956
160_2005,2005,16,14397,11826262.869963443,9064754.863199886,0.7664936051965084
160_2006,2006,16,14590,12096017.827593599,9272323.09748646,0.766559972847784
160_2007,2007,16,14602,12101483.781628124,9276297.020205144,0.7665421189332138
160_2008,2008,16,14769,12305223.477317961,9432333.473648168,0.7665308550498616
160_2009,2009,16,14936,12625352.329698263,9658100.772751223,0.764976732572662
160_2010,2010,16,14968,12632121.06700755,9660563.627547238,0.7647617986165921
160_2011,2011,16,14961,12640979.754475258,9667385.346546657,0.7647655114014509
160_2012,2012,16,14966,12653067.741452072,9676502.909244953,0.7647554811979907
160_2013,2013,16,14841,12509362.886917869,9565650.549439104,0.7646792755083266
160_2014,2014,16,14660,11981387.255997222,9133753.719707008,0.7623285621733956
160_2015,2015,16,14631,11965716.692688225,9123684.289029099,0.7624854008623003
160_2016,2016,16,14764,12087102.567629574,9210214.846121611,0.7619869852670444
160_2017,2017,16,14782,12112450.55124562,9227760.454841373,0.7618409186316479
