,year,title,n_steps,start_length,end_length,compression
160_2018,2018,16,14808,12285451.792787058,9361854.340327278,0.7620276810514807
160_2019,2019,16,14922,12603425.311394876,9581324.02485109,0.760215876884558
170_1994,1994,17,1354,461333.1518451029,386617.5554101853,0.8380441636676393
170_1995,1995,17,1493,508223.19669946365,422566.0337295151,0.8314575888581456
170_1996,1996,17,1503,510796.08627239085,424631.17258009256,0.8313125021745971
170_1997,1997,17,1545,517309.8897322953,430174.8067716095,0.8315611499216115
170_1998,1998,17,2186,723954.7885832883,595711.4449875279,0.8228572479688675
170_1999,1999,17,2297,750618.5159215656,615424.6494560395,0.8198900458783076
170_2000,2000,17,2279,749482.0320516764,613945.36912838,0.8191595566977498
170_2001,2001,17,2280,749477.6163084824,613936.6837689149,0.8191527944394549
170_2002,2002,17,2303,766631.8952865208,627691.0195165225,0.8187645509869237
170_2003,2003,17,2303,766631.8952865208,627691.0195165225,0.8187645509869237
170_2004,2004,17,2490,846134.1776663722,690292.8711748619,0.8158196293153898
170_2005,2005,17,2496,852445.0741110349,695179.5464782611,0.8155124213759147
170_2006,2006,17,2498,855040.1604610557,695831.9738869081,0.8138003406900804
170_2007,2007,17,2498,855040.1604610557,695831.9738869081,0.8138003406900804
170_2008,2008,17,2482,857193.31201722,697760.769077407,0.8140063149062341
170_2009,2009,17,2483,857467.8165649299,698023.5975405783,0.8140522408606597
170_2010,2010,17,2538,881750.5025675223,715877.1044794942,0.811881708482127
170_2011,2011,17,2538,881750.5025675223,715877.1044794942,0.811881708482127
170_2012,2012,17,2538,881750.5025675223,715877.1044794942,0.811881708482127
170_2013,2013,17,2498,871866.4329186304,710298.6399836463,0.8146874488628663
170_2014,2014,17,2497,872661.6747785738,710766.6623073834,0.8144813538279092
170_2015,2015,17,2497,872661.6747785738,710766.6623073834,0.8144813538279092
170_2016,2016,17,2497,872661.6747785738,710766.6623073834,0.8144813538279092
170_2017,2017,17,2497,872661.6747785738,710766.6623073834,0.8144813538279092
170_2018,2018,17,2864,1062002.104187161,853589.916289748,0.8037553908078853
170_2019,2019,17,2778,1044877.2593449206,841709.5977717206,0.8055583469195465
180_1994,1994,18,5775,2803355.3678739006,2232237.971941005,0.7962736360584787
180_1995,1995,18,5760,2790854.809428678,2222659.3034801683,0.7964080739603842
180_1996,1996,18,5922,2915985.2357740593,2312964.0906752828,0.793201578080452
180_1997,1997,18,5942,2939763.648267287,2331714.778293931,0.7931640285668056
180_1998,1998,18,6009,2992925.6236627805,2372041.5881299167,0.7925494604262775
180_1999,1999,18,6037,2997979.3030538186,2374846.4248304395,0.7921490393250413
180_2000,2000,18,6175,3124766.582301279,2473273.2153474903,0.7915065494351302
180_2001,2001,18,6222,3187224.7440880085,2521226.3606589865,0.7910412861018401
180_2002,2002,18,6232,3243265.12072288,2559618.5757486154,0.78921040385934
180_2003,2003,18,6377,3304386.340962903,2604535.469602568,0.7882054944106816
180_2004,2004,18,6448,3393553.550074686,2670917.3659303556,0.7870562012706632
180_2005,2005,18,6511,3431481.965498962,2697536.52595852,0.7861141492452165
180_2006,2006,18,6582,3553490.0427879263,2791823.6591621917,0.7856568121890215
180_2007,2007,18,6606,3567101.5674816663,2801053.2175434027,0.7852462747565988
180_2008,2008,18,6643,3630590.5365302954,2846380.207057043,0.7839992360519092
180_2009,2009,18,6660,3652074.131512382,2861232.936119083,0.7834542326045831
180_2010,2010,18,6718,3692432.0205532704,2892852.901962108,0.7834546136149707
180_2011,2011,18,6738,3694884.924854569,2893717.641690267,0.783168542604656
180_2012,2012,18,6771,3721715.451102086,2912862.1801858703,0.7826665467730223
180_2013,2013,18,6647,3674726.8201671573,2880365.9855391043,0.7838313231153551
180_2014,2014,18,6652,3685559.379566455,2888726.155160935,0.7837958523139427
180_2015,2015,18,6805,3735975.33459485,2924141.456189946,0.7826982767023691
180_2016,2016,18,6825,3779327.358678059,2958106.993862398,0.7827072685487321
180_2017,2017,18,6835,3781679.426588137,2959762.640978585,0.782658260287522
180_2018,2018,18,7081,3967673.68174383,3105786.393020016,0.7827726376063754
180_2019,2019,18,7099,3978417.1737142573,3114060.3346013725,0.7827385109777415
190_1994,1994,19,5871,2807480.72818097,2237376.4611337683,0.7969338626888509
190_1995,1995,19,5830,2798526.069269047,2231619.18413873,0.7974266199069611
190_1996,1996,19,5818,2785044.991002759,2219377.6389558646,0.7968911260412977
190_1997,1997,19,5820,2786459.4390726546,2220479.3028818746,0.7968819756518184
190_1998,1998,19,5790,2777628.48613075,2214024.6106677554,0.7970916995281477
190_1999,1999,19,5782,2785164.080416354,2219991.190438687,0.7970773449393403
190_2000,2000,19,6107,2975952.80162733,2367344.1494342983,0.7954911610626928
190_2001,2001,19,6100,2973410.559995807,2365169.681068536,0.7954399950311172
190_2002,2002,19,6517,3159696.0484334193,2499330.4710235503,0.7910034486585256
190_2003,2003,19,6550,3201998.3381824475,2530316.1716211424,0.7902303200623857
190_2004,2004,19,6573,3225578.0815349338,2548473.9922051714,0.7900828712825474
190_2005,2005,19,6768,3349122.9581626193,2631815.457432997,0.7858222855086968
190_2006,2006,19,6919,3406435.511504716,2669838.0592255234,0.783762983390865
190_2007,2007,19,6898,3406157.8181268647,2669897.822467863,0.7838444267788243
190_2008,2008,19,7207,3563005.542880379,2786522.35612182,0.7820707328648049
190_2009,2009,19,7379,3659658.212968474,2856793.5360501497,0.7806175795124066
190_2010,2010,19,7351,3667371.607256572,2861757.8047728455,0.7803293778875119
190_2011,2011,19,7461,3656843.8401294886,2846691.68934026,0.7784559072775332
190_2012,2012,19,7440,3660306.789689498,2849676.3217554656,0.7785348293160973
190_2013,2013,19,7382,3615520.9084253013,2817329.0331503814,0.7792318463945591
190_2014,2014,19,7252,3569319.9066538285,2785976.4652547166,0.7805342580980694
190_2015,2015,19,7518,3730934.926776654,2899907.857768918,0.7772603689644882
190_2016,2016,19,7927,4000704.9001250127,3091146.2192075737,0.7726503944619816
190_2017,2017,19,7927,4000704.9001250127,3091146.2192075737,0.7726503944619816
190_2018,2018,19,7954,4026698.2953650597,3111787.0608630325,0.7727887297751763
190_2019,2019,19,7951,4030959.5090443986,3114753.4240628565,0.7727076933107813
200_1994,1994,20,9776,6481675.602877863,5014399.429956047,0.773627027512709
200_1995,1995,20,9754,6459676.178484472,4998790.1682271855,0.7738453182648498
200_1996,1996,20,9524,6337423.236201659,4915502.313834264,0.7756310618099692
200_1997,1997,20,9660,6446689.1915521175,4992010.932778647,0.7743526614126656
200_1998,1998,20,9291,6034913.068492462,4682208.535002345,0.7758535179980602
200_1999,1999,20,9318,5965448.319649216,4629634.676060466,0.7760748946246342
200_2000,2000,20,9350,6098151.940302582,4731216.182582659,0.775844260506881
200_2001,2001,20,9895,6558621.51144581,5041973.953716693,0.7687551332117074
200_2002,2002,20,9859,6494769.32905755,4986646.429292033,0.7677942320417469
200_2003,2003,20,9894,6552864.426562218,5030595.022227852,0.7676940487027619
200_2004,2004,20,10029,6677988.424540047,5116443.833268146,0.7661654240768688
200_2005,2005,20,10007,6644195.241561216,5090429.800210738,0.7661469320420837
200_2006,2006,20,9960,6596590.6643221,5051204.687683056,0.7657295934705605
200_2007,2007,20,10273,6866417.301133072,5237399.911676926,0.7627558422370672
200_2008,2008,20,11063,7804446.764923415,5919660.4379442055,0.7584984069017857
200_2009,2009,20,11092,7829767.480305412,5937355.389972818,0.7583054547797661
200_2010,2010,20,11139,7780338.994886955,5902736.502751253,0.7586734339763838
200_2011,2011,20,11128,7784483.396220746,5906273.780318086,0.7587239229240949
200_2012,2012,20,11101,7766291.111993726,5893638.8967398545,0.7588743213138281
200_2013,2013,20,11011,7693530.639279183,5844226.475621223,0.7596286737045836
200_2014,2014,20,11057,7734113.125968161,5874496.95450316,0.7595566367886282
200_2015,2015,20,10479,7139403.027549655,5454959.63791766,0.7640638323495627
200_2016,2016,20,10537,7120592.172546696,5454162.498275015,0.7659703527613099
200_2017,2017,20,10546,7128036.650618095,5459793.392724516,0.7659603422845869
200_2018,2018,20,10487,7140383.449633172,5473285.474363126,0.7665254272365876
200_2019,2019,20,10505,7191213.131573196,5508354.425697264,0.7659840314720615
210_1994,1994,21,5353,1940382.1077441806,1544431.292122203,0.795941833290611
210_1995,1995,21,5353,1940384.1014720013,1544432.0239866388,0.7959413926423186
210_1996,1996,21,5360,2019673.8038399322,1608951.4161740034,0.7966392459589081
210_1997,1997,21,5605,2229283.8170301626,1780028.195890515,0.798475358898831
210_1998,1998,21,5777,2320159.591162419,1852418.098033151,0.7984011552865096
210_1999,1999,21,5835,2365395.8740546657,1886749.773594697,0.7976465141796781
210_2000,2000,21,5843,2394964.3345791455,1910865.0112922024,0.7978678361521357
210_2001,2001,21,5848,2416352.4433732973,1928656.281290409,0.7981684487209777
210_2002,2002,21,5978,2494078.3444010997,1987465.5728370002,0.7968737539053723
210_2003,2003,21,6117,2598516.371072395,2067453.8732810866,0.7956285734031603
210_2004,2004,21,6216,2663741.977088412,2115350.2912653456,0.7941273251914277
210_2005,2005,21,6214,2667563.5628409153,2119568.4296339406,0.7945709182564452
210_2006,2006,21,6279,2749745.1354936403,2181621.9467481906,0.793390601400788
210_2007,2007,21,6670,3033085.2009141594,2406696.311369274,0.7934812746585244
210_2008,2008,21,6883,3148237.945886846,2489429.768868961,0.7907374892426368
210_2009,2009,21,7215,3352727.7001696965,2645155.9838447366,0.7889564021888367
210_2010,2010,21,7521,3647842.9147868664,2873641.225368107,0.7877645207033281
210_2011,2011,21,7526,3652573.4715350484,2876613.0881721145,0.7875578987226163
210_2012,2012,21,8079,3920532.0255473997,3065599.639677577,0.7819345996158638
210_2013,2013,21,8300,4081312.356942732,3182743.1688858615,0.7798332718816996
210_2014,2014,21,8384,4157140.3710417254,3238078.750696249,0.7789197529273779
210_2015,2015,21,8403,4168357.574709175,3246474.3948704842,0.7788377884296526
210_2016,2016,21,8538,4310174.646336904,3354827.1210231856,0.7783506229554663
210_2017,2017,21,8713,4446278.711160558,3450903.098896831,0.7761328794424772
210_2018,2018,21,8731,4529811.052000729,3513930.3759231158,0.7757344259140966
210_2019,2019,21,8788,4592921.801994835,3562217.1441670656,0.7755884593157878
220_1994,1994,22,8041,4717408.53784333,3730326.867709255,0.7907576453860955
220_1995,1995,22,7943,4657743.306364616,3687899.298525728,0.791778132875284
220_1996,1996,22,8215,4825155.345567459,3815663.3432551455,0.7907855954856117
220_1997,1997,22,8254,4860364.99681718,3843627.1189225726,0.7908103859359492
220_1998,1998,22,8556,5161655.962948826,4074371.5398335536,0.7893535658091182
220_1999,1999,22,8605,5249461.581916766,4142752.597026312,0.7891766674314139
220_2000,2000,22,8840,5533634.887976104,4364885.9834022345,0.7887918288368799
220_2001,2001,22,8881,5543630.842932424,4371705.518573308,0.7885996817675544
220_2002,2002,22,8919,5699760.144069622,4498292.403435605,0.7892073157001005
220_2003,2003,22,9068,5895508.519031534,4651870.531384511,0.7890533134449074
220_2004,2004,22,9192,6103430.926918097,4807737.352518434,0.7877106188446834
220_2005,2005,22,9230,6160453.020451902,4850855.111655972,0.7874185706070258
220_2006,2006,22,9340,6280441.808848678,4945800.312561428,0.7874924190194965
220_2007,2007,22,9384,6329998.943508798,4983104.767804362,0.7872204738540073
220_2008,2008,22,9534,6518707.328807532,5132449.3275957145,0.7873415799654553
220_2009,2009,22,9673,6684856.052224595,5260884.029382855,0.786985387311688
220_2010,2010,22,9833,6810160.770433497,5353109.180729589,0.7860474019894307
220_2011,2011,22,9855,6844701.909290095,5380663.703532328,0.7861063600489782
220_2012,2012,22,10080,7027988.892543934,5508860.797421491,0.7838459738127784
220_2013,2013,22,10031,6980312.445834556,5473567.363798696,0.7841436047844824
220_2014,2014,22,10183,7126981.956707417,5584671.270399487,0.7835955393634166
220_2015,2015,22,10169,7144906.728836212,5597798.882271259,0.7834670338912946
220_2016,2016,22,10369,7362838.02728321,5753833.525606086,0.7814695236110163
220_2017,2017,22,10604,7560368.617800343,5891940.094423132,0.7793191565489259
220_2018,2018,22,10716,7755322.305841035,6038177.568866275,0.7785849937298587
220_2019,2019,22,10743,7826809.019516984,6086043.152728302,0.7775893263208676
230_1994,1994,23,2063,709988.4663254054,578074.8413644491,0.8142031438289633
230_1995,1995,23,2127,736625.585613845,599196.4610703875,0.813434223264272
230_1996,1996,23,2136,738647.5514357302,600856.3398743237,0.8134547237128481
230_1997,1997,23,2147,739781.8022245443,601442.7773053894,0.8130002326318846
230_1998,1998,23,2287,831246.3917395222,671550.5982521132,0.8078839257837633
230_1999,1999,23,2278,833685.9281341444,673778.3267146437,0.8081920348861031
230_2000,2000,23,2278,834181.119416204,674152.5190457973,0.8081608458335743
230_2001,2001,23,2295,837514.8671079982,676722.5333400385,0.8080125618268871
230_2002,2002,23,2293,837364.0875256847,676581.2514597961,0.8079893340769084
230_2003,2003,23,2296,837751.9279768246,676883.6647896622,0.8079762542884741
230_2004,2004,23,2295,837935.7351317722,677007.1617170696,0.8079464012960429
230_2005,2005,23,2715,1088805.9885304712,876580.9352498646,0.8050846013741709
230_2006,2006,23,2714,1088804.0024767169,876596.8160136587,0.8051006554160824
230_2007,2007,23,2716,1089222.4973462748,876894.3874415761,0.8050645204060659
230_2008,2008,23,2746,1093496.2521392659,880211.7295769876,0.8049517571322093
230_2009,2009,23,2744,1093722.9571570035,880348.1576925381,0.8049096454744751
230_2010,2010,23,2743,1093290.506145707,880122.6310659903,0.8050217450152201
230_2011,2011,23,2740,1093642.7229026915,880401.6307809125,0.8050175915258639
230_2012,2012,23,2811,1229218.4145195081,988803.478505958,0.8044164217084834
230_2013,2013,23,2778,1218326.6587946082,980827.2096643681,0.8050609437002568
230_2014,2014,23,2777,1221478.4766311648,983565.7690781507,0.8052256244341064
230_2015,2015,23,3044,1393532.7977087263,1110661.4028931693,0.7970113116241975
230_2016,2016,23,3091,1407124.5187229475,1121302.2535424256,0.7968749308412852
230_2017,2017,23,3091,1407124.5187229475,1121302.2535424256,0.7968749308412852
230_2018,2018,23,3091,1409387.521744259,1123260.2295559712,0.796984656261057
230_2019,2019,23,3090,1414348.7328293242,1127500.7492169077,0.7971872304515779
240_1994,1994,24,352,126174.28812520443,111405.65286341697,0.8829505164544115
240_1995,1995,24,352,126174.28812520443,111405.65286341697,0.8829505164544115
240_1996,1996,24,357,129793.3256651111,114820.1773789032,0.8846385343045976
240_1997,1997,24,352,128149.88073671874,113488.35043430928,0.8855907612389334
240_1998,1998,24,349,129715.57284001527,114465.04593873688,0.8824310253011206
240_1999,1999,24,352,131784.22589689613,116064.78340633555,0.880718330410356
240_2000,2000,24,346,132661.5902201433,117018.30228761438,0.8820812572307486
240_2001,2001,24,342,127945.73517796109,113356.03698662145,0.8859696404022637
240_2002,2002,24,342,127945.73517796109,113356.03698662145,0.8859696404022637
240_2003,2003,24,342,127962.70670730608,113334.64178426887,0.885684936655048
240_2004,2004,24,342,127962.70670730608,113334.64178426887,0.885684936655048
240_2005,2005,24,347,129999.0956615094,115118.80510560921,0.8855354302260273
240_2006,2006,24,347,129999.0956615094,115118.80510560921,0.8855354302260273
240_2007,2007,24,347,129999.0956615094,115118.80510560921,0.8855354302260273
240_2008,2008,24,375,138796.15554070636,121954.23647108137,0.878657164501321
240_2009,2009,24,393,145502.92462041415,127613.00203032378,0.8770476769675845
240_2010,2010,24,389,145976.52178006116,128181.96164603191,0.8780998484068566
240_2011,2011,24,380,143232.30649054964,125825.45205916937,0.8784711713587552
240_2012,2012,24,379,142951.00958193827,125613.7049326037,0.8787185574971614
240_2013,2013,24,378,141804.642925723,124799.263206718,0.8800788227511537
240_2014,2014,24,380,141766.13970991145,124787.8726390311,0.8802375016656158
240_2015,2015,24,380,141766.13970991145,124787.8726390311,0.8802375016656158
240_2016,2016,24,380,141766.13970991145,124787.8726390311,0.8802375016656158
240_2017,2017,24,363,141179.40546820013,124460.29798900944,0.8815754505854144
240_2018,2018,24,355,142514.96314191708,125732.52203470137,0.8822408486994894
240_2019,2019,24,355,142514.96314191708,125732.52203470137,0.8822408486994894
250_1994,1994,25,6533,3392684.5778701687,2687701.2916350043,0.7922048837567645
250_1995,1995,25,6551,3394872.043233686,2689508.046358305,0.7922266324348687
250_1996,1996,25,6662,3524747.1385989403,2794721.6980204936,0.7928857271535722
250_1997,1997,25,6655,3536180.9351343773,2803282.261548697,0.7927428808000658
250_1998,1998,25,6666,3518851.9211391793,2788303.0631646346,0.7923899969800264
250_1999,1999,25,6665,3520022.433349275,2789074.297557873,0.7923456030091518
250_2000,2000,25,7083,3852292.2135617393,3037589.3021465586,0.7885147682859901
250_2001,2001,25,7031,3904225.89212029,3078172.5469153696,0.7884207092442822
250_2002,2002,25,7073,3954931.608731508,3117957.193449083,0.7883719623786684
250_2003,2003,25,7073,3955105.409629541,3118127.43594881,0.7883803623430792
250_2004,2004,25,7206,4071240.0428098473,3210164.7283615614,0.7884980238468087
250_2005,2005,25,7213,4107010.528160829,3236701.9465333144,0.7880919526112709
250_2006,2006,25,7233,4150958.106612961,3271618.1589787924,0.7881597633487851
250_2007,2007,25,7239,4155244.4844837654,3274553.6252516834,0.7880531789355119
250_2008,2008,25,7309,4211578.260740248,3315046.5100098294,0.7871268927642249
250_2009,2009,25,7298,4207194.102196251,3311646.7979048113,0.787139056925388
250_2010,2010,25,7516,4420878.965730616,3481928.5300233997,0.7876100108178282
250_2011,2011,25,7512,4422155.159531825,3482937.568186432,0.787610891643877
250_2012,2012,25,7528,4428803.324365045,3487423.323260566,0.7874414526548333
250_2013,2013,25,7463,4396066.706699211,3465287.7847357513,0.7882700641132137
250_2014,2014,25,7480,4403084.743157104,3470911.2488341955,0.7882908123057109
250_2015,2015,25,7481,4402972.725172532,3470882.0950689004,0.7883042461801516
250_2016,2016,25,5110,2917530.7104284544,2354420.710177313,0.8069908919078882
250_2017,2017,25,5144,2937631.0220425883,2368730.220450399,0.8063402798637992
250_2018,2018,25,5203,2978437.900305896,2399196.158095402,0.8055216319430384
250_2019,2019,25,5203,2978437.900305896,2399196.158095402,0.8055216319430384
260_1994,1994,26,11983,9853422.152453735,6954469.378056325,0.7057922892631264
260_1995,1995,26,12005,9853293.687948912,6954137.743885093,0.7057678339975153
260_1996,1996,26,12149,10089307.050999539,7120811.684541993,0.7057780726216019
260_1997,1997,26,12461,10594291.19879965,7448391.368893761,0.7030570737698504
260_1998,1998,26,12536,10801162.932846569,7603242.501568408,0.7039281370755721
260_1999,1999,26,12514,10838253.329802802,7629924.373754084,0.7039809959759362
260_2000,2000,26,12584,10934245.141495444,7695450.1790377265,0.7037934561969444
260_2001,2001,26,12697,11098756.330159718,7801438.023946589,0.7029110101955289
260_2002,2002,26,12782,11182185.262678912,7854926.082122645,0.7024500039664737
260_2003,2003,26,12793,11215281.381154558,7876756.966083617,0.7023236152879068
260_2004,2004,26,12903,11476979.678724343,8059446.6172263725,0.7022271401392055
260_2005,2005,26,13006,11784413.911269402,8264011.680865221,0.7012662439633395
260_2006,2006,26,13328,12327945.068285948,8631373.037981175,0.7001469417791025
260_2007,2007,26,13214,12288365.533641296,8606887.0480403,0.7004094258489968
260_2008,2008,26,13402,12602388.103197794,8810903.011901213,0.6991455063715654
260_2009,2009,26,13494,12730335.46331592,8892293.8841207,0.6985121413135558
260_2010,2010,26,13687,13033684.420326238,9090425.584472321,0.6974563209690468
260_2011,2011,26,13710,13041782.435871078,9096416.55540561,0.6974826178963204
260_2012,2012,26,13687,13072998.505999437,9119715.131360628,0.6975993401342029
260_2013,2013,26,13452,12816255.802249948,8944290.373452032,0.6978863805045015
260_2014,2014,26,13429,12759424.009938516,8920274.523541175,0.6991126336575251
260_2015,2015,26,13443,12871465.812834678,8998112.645265998,0.6990744314679066
260_2016,2016,26,13463,12898323.5233359,9015633.143559597,0.6989771288685958
260_2017,2017,26,13373,12810111.787309313,8940734.71687861,0.6979435359600837
260_2018,2018,26,13181,12539074.563879129,8769827.471203785,0.6993998980169334
260_2019,2019,26,13243,12634510.195871616,8840848.808150236,0.699738151387857
270_1994,1994,27,245,70853.82532899611,62803.89939720799,0.8863868549875771
270_1995,1995,27,245,70853.82532899611,62803.89939720799,0.8863868549875771
270_1996,1996,27,245,70853.82532899611,62803.89939720799,0.8863868549875771
270_1997,1997,27,245,70853.82532899611,62803.89939720799,0.8863868549875771
270_1998,1998,27,245,70853.82532899611,62803.89939720799,0.8863868549875771
270_1999,1999,27,245,70853.82532899611,62803.89939720799,0.8863868549875771
270_2000,2000,27,262,79091.31967466976,70244.56236969375,0.8881450285395943
270_2001,2001,27,262,79095.11289369153,70248.73359584139,0.8881551719922292
270_2002,2002,27,270,81278.73357914021,72327.73045981883,0.8898727536077332
270_2003,2003,27,270,81278.73357914021,72327.73045981883,0.8898727536077332
270_2004,2004,27,270,81278.73357914021,72327.73045981883,0.8898727536077332
270_2005,2005,27,270,81278.73357914021,72327.73045981883,0.8898727536077332
270_2006,2006,27,270,81278.73357914021,72327.73045981883,0.8898727536077332
270_2007,2007,27,270,81278.73357914021,72327.73045981883,0.8898727536077332
270_2008,2008,27,270,81278.73357914021,72327.73045981883,0.8898727536077332
270_2009,2009,27,270,81278.73357914021,72327.73045981883,0.8898727536077332
270_2010,2010,27,270,81278.70980607005,72331.46436418394,0.8899189533983237
270_2011,2011,27,270,81278.70980607005,72331.46436418394,0.8899189533983237
270_2012,2012,27,270,81278.70980607005,72331.46436418394,0.8899189533983237
270_2013,2013,27,265,80008.04061124686,71289.53535381604,0.8910296366362302
270_2014,2014,27,265,80008.04061124686,71289.53535381604,0.8910296366362302
270_2015,2015,27,265,80008.04061124686,71289.53535381604,0.8910296366362302
270_2016,2016,27,265,80008.04061124686,71289.53535381604,0.8910296366362302
270_2017,2017,27,265,80008.04061124686,71289.53535381604,0.8910296366362302
270_2018,2018,27,265,80008.04061124686,71289.53535381604,0.8910296366362302
270_2019,2019,27,265,80008.04061124686,71289.53535381604,0.8910296366362302
280_1994,1994,28,3403,1577935.5164741792,1308393.0610934233,0.829180310242946
280_1995,1995,28,3407,1576468.8674721199,1307195.133982886,0.8291918482849482
280_1996,1996,28,3561,1646780.9296958405,1363741.9854146303,0.8281259278770691
280_1997,1997,28,3558,1646927.0053408602,1363902.3564483635,0.8281498524374977
280_1998,1998,28,3555,1666670.520703045,1379903.8330167555,0.827940385262635
280_1999,1999,28,3198,1441845.9746471033,1192843.6635953067,0.827303113210313
280_2000,2000,28,3559,1682062.8574138526,1389153.7344437,0.8258631526883031
280_2001,2001,28,3572,1684876.908301241,1391472.0269446364,0.825859752774209
280_2002,2002,28,3659,1748466.9853939188,1443621.3389985426,0.8256497555047079
280_2003,2003,28,3616,1747239.7663794213,1443370.9003006008,0.8260863380482184
280_2004,2004,28,3617,1748273.3974023643,1444393.5498879137,0.8261828796537406
280_2005,2005,28,3743,1823676.343059995,1504689.3678491088,0.825085752510421
280_2006,2006,28,3747,1824989.9870201962,1504827.5695051537,0.8245675758266506
280_2007,2007,28,3767,1831704.4055313934,1509775.531166219,0.8242462739113301
280_2008,2008,28,3779,1844545.0236889774,1520230.7246419052,0.8241765341143783
280_2009,2009,28,3779,1848582.6362095862,1523691.5384891413,0.8242485397425264
280_2010,2010,28,3803,1856367.211263668,1529818.0767100423,0.8240923818454341
280_2011,2011,28,3815,1869613.167552072,1540311.1396368963,0.823866223435761
280_2012,2012,28,3837,1874290.5203376163,1543847.3193265297,0.8236969149523502
280_2013,2013,28,3805,1860777.1521660294,1533254.1367087227,0.8239859001514206
280_2014,2014,28,3808,1862038.2495032481,1534016.335934006,0.8238371775355574
280_2015,2015,28,3812,1862296.369531101,1534215.7289065744,0.823830059494165
280_2016,2016,28,3842,1869982.4063967534,1540356.3707529337,0.8237277342737293
280_2017,2017,28,3841,1870412.6685014104,1540678.000003358,0.8237102036085767
280_2018,2018,28,3847,1873524.4047614008,1543283.9525609186,0.8237330395263577
280_2019,2019,28,3858,1882002.0098725983,1550145.8819451942,0.8236685581702067
290_1994,1994,29,6800,3550042.5060039037,2804768.69087754,0.7900662276956004
290_1995,1995,29,6802,3557523.8822882464,2810843.9840532946,0.7901124706562258
290_1996,1996,29,6760,3565837.5262308368,2826203.537757254,0.7925777652423242
290_1997,1997,29,6805,3597584.2914091377,2850140.156344927,0.7922372140524762
290_1998,1998,29,7096,3903466.399914518,3086656.7089794036,0.7907476055249248
290_1999,1999,29,7095,3904466.5957578644,3087616.994189108,0.7907909873127741
290_2000,2000,29,6365,3320999.3467813563,2637568.22707019,0.7942091977905585
290_2001,2001,29,6359,3333216.2669566902,2646543.534694578,0.7939909453012896
290_2002,2002,29,6409,3368178.7111183647,2673412.468376066,0.7937264313057755
290_2003,2003,29,6409,3368202.6234074417,2673429.7307823678,0.7937259214167445
290_2004,2004,29,6455,3376372.777875592,2679642.967482625,0.793645472159224
290_2005,2005,29,6463,3377673.5759725547,2680671.7653896594,0.7936444138530458
290_2006,2006,29,6620,3537842.1174245323,2803550.752462175,0.792446542103777
290_2007,2007,29,6747,3657208.4808123545,2889097.0732126455,0.7899733056976033
290_2008,2008,29,6794,3703010.8075380577,2922717.0892620357,0.7892812743922831
290_2009,2009,29,6834,3731171.5246179877,2943608.503963065,0.7889233943123114
290_2010,2010,29,6877,3779207.3218233315,2979077.5866332366,0.788281068739023
290_2011,2011,29,6882,3777372.826607744,2977567.7945406735,0.788264206690624
290_2012,2012,29,6900,3797459.202120295,2992293.9380995785,0.7879726361322972
290_2013,2013,29,6855,3760370.033863236,2965999.633445899,0.7887520660829125
290_2014,2014,29,8083,4615353.01169973,3581784.5899479035,0.7760586418564793
290_2015,2015,29,7393,4132674.757596793,3233009.0967560373,0.782304266943106
290_2016,2016,29,7415,4135032.170799734,3234150.333331259,0.7821342615348407
290_2017,2017,29,7415,4134952.6990118115,3234022.8192034625,0.7821184556660933
290_2018,2018,29,7391,4167098.302793459,3260562.335350941,0.7824539039948225
290_2019,2019,29,7419,4198073.211800412,3283574.0907018934,0.7821621789424866
300_1994,1994,30,4060,1944608.9944651125,1618377.3967126138,0.832237946712659
300_1995,1995,30,4065,1947055.577341107,1620276.1354961356,0.8321673784519185
300_1996,1996,30,4194,2029118.3390296055,1687497.235239138,0.8316406208452867
300_1997,1997,30,4194,2029118.3390296055,1687497.235239138,0.8316406208452867
300_1998,1998,30,4198,2028504.5906088671,1686977.9454022038,0.8316362473184484
300_1999,1999,30,4198,2028504.5906088671,1686977.9454022038,0.8316362473184484
300_2000,2000,30,4196,2020111.7080388549,1680176.75348706,0.831724674829093
300_2001,2001,30,4179,2020243.5456719352,1680333.199209729,0.8317478369425249
300_2002,2002,30,4170,2010273.9382914042,1672934.4058513306,0.8321922569782757
300_2003,2003,30,4170,2010273.9382914042,1672934.4058513306,0.8321922569782757
300_2004,2004,30,4170,2010273.9382914042,1672934.4058513306,0.8321922569782757
300_2005,2005,30,4183,2029945.874683189,1690098.846472748,0.8325832070456163
300_2006,2006,30,4281,2091605.6879242512,1740785.2669926938,0.8322721997951161
300_2007,2007,30,4281,2091586.8271667717,1740790.992138011,0.8322824419849961
300_2008,2008,30,4281,2091618.3471543319,1740815.6589192732,0.8322816929234106
300_2009,2009,30,4259,2094077.9078562835,1742834.621947744,0.8322682816189447
300_2010,2010,30,4253,2094087.0908269344,1743101.808771853,0.8323922230395486
300_2011,2011,30,4252,2094369.7320583328,1743275.67298198,0.8323629043610653
300_2012,2012,30,4254,2094561.3682342123,1743402.7622508528,0.832347425428075
300_2013,2013,30,4234,2083505.5699693842,1734562.651444532,0.8325212451771944
300_2014,2014,30,4255,2089393.1518779208,1739136.5197979382,0.8323644203747982
300_2015,2015,30,4251,2086296.6696561784,1736837.2820193756,0.8324977493759822
300_2016,2016,30,4264,2088919.4568544112,1738903.0961812558,0.8324414282586913
300_2017,2017,30,4262,2088450.8862245036,1738491.7382732015,0.832431229166247
